mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.0	4/4	2	1		Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0.0	4/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	0	0.0	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/4	0.25	4/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/2	0.5	4/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
3	3	3/4	0.75	4/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0.0	4/4	2	1		vi(64)	Eb	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
4	4	1/2	0.5	4/4	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
5	5	0	0.0	4/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
5	5	1/2	0.5	4/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0.0	4/4	2	1		I|PAC}{	Eb	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
7	7	0	0.0	4/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	1/4	0.25	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/2	0.5	4/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	7	3/4	0.75	4/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	8	0	0.0	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	0	0.0	4/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	1/4	0.25	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
9	9	1/2	0.5	4/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
9	9	3/4	0.75	4/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	0	0.0	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	0	0.0	4/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	1/4	0.25	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	1/2	0.5	4/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	11	3/4	0.75	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
12	12	0	0.0	4/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
12	12	1/4	0.25	4/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
13	13	0	0.0	4/4	2	1		V.I{	Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
14	14	0	0.0	4/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	0	0.0	4/4	2	1		ii	Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
15	15	1/2	0.5	4/4	2	1		vii%65	Eb	V		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
16	16	0	0.0	4/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	0	0.0	4/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	0	0.0	4/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	0	0.0	4/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	1/2	0.5	4/4	2	1		viio/V	Eb	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
20	20	0	0.0	4/4	2	1		V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
20	20	1/4	0.25	4/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0.0	4/4	2	1		I64	Eb	V		I64	I		64					M	0	0	1, 0, 4		0	1
22	22	0	0.0	4/4	2	1		V(64)}	Eb	V		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
22	22	1/4	0.25	4/4	2	1		V|HC	Eb	V		V	V					HC		M	0	0	1, 5, 2		1	1
23	23	0	0.0	4/4	2	1		I{	Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
24	24	0	0.0	4/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0.0	4/4	2	1		vi	Eb	V		vi	vi							m	0	0	3, 0, 4		3	3
25	25	1/4	0.25	4/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	25	1/2	0.5	4/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
25	25	3/4	0.75	4/4	2	1		V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
26	26	0	0.0	4/4	2	1		I(^7^2)}	Eb	V		I(^7^2)	I			^7^2			}	M	0	0	0, 2, 1	5	0	0
26	26	1/2	0.5	4/4	2	1		I|IAC	Eb	V		I	I					IAC		M	0	0	0, 4, 1		0	0
27	27	0	0.0	4/4	2	1		{	Eb	V									{		0	0				
28	28	0	0.0	4/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0.0	4/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
29	29	1/4	0.25	4/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	0.5	4/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	3/4	0.75	4/4	2	1		V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
30	30	0	0.0	4/4	2	2		I[I|PAC}{	Eb	V	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
30	30	1/2	0.5	4/4	2	1		IV	Eb	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	0	0.0	4/4	2	1		ii	Eb	V	I	ii	ii							m	0	0	2, -1, 3		2	2
31	31	1/2	0.5	4/4	2	1		V(64)	Eb	V	I	V(64)	V			64				M	0	0	1, 0, 4		1	1
31	31	3/4	0.75	4/4	2	1		V	Eb	V	I	V	V							M	0	0	1, 5, 2		1	1
32	32	0	0.0	4/4	2	1		I	Eb	V	I	I	I							M	0	0	0, 4, 1		0	0
32	32	1/2	0.5	4/4	2	1		IV	Eb	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	0	0.0	4/4	2	1		ii	Eb	V	I	ii	ii							m	0	0	2, -1, 3		2	2
33	33	1/2	0.5	4/4	2	1		V(64)	Eb	V	I	V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	3/4	0.75	4/4	2	1		V	Eb	V	I	V	V							M	0	0	1, 5, 2		1	1
34	34	0	0.0	4/4	2	1		I	Eb	V	I	I	I							M	0	0	0, 4, 1		0	0
34	34	1/4	0.25	4/4	2	1		vii%	Eb	V	I	vii%	vii	%						%7	0	0				
34	34	1/2	0.5	4/4	2	1		I	Eb	V	I	I	I							M	0	0	0, 4, 1		0	0
34	34	3/4	0.75	4/4	2	1		vii%	Eb	V	I	vii%	vii	%						%7	0	0				
35	35	0	0.0	4/4	2	1		I(^74)}	Eb	V	I	I(^74)	I			^74			}	M	0	0	0, -1, 1	5	0	0
35	35	1/2	0.5	4/4	2	1		I]|PAC	Eb	V	I	I	I					PAC		M	0	0	0, 4, 1		0	0
36	36	0	0.0	4/4	2	1		{	Eb	V									{		0	0				
37	37	0	0.0	4/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	0	0.0	4/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
38	38	1/4	0.25	4/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
38	38	1/2	0.5	4/4	2	1		V64	Eb	V		V64	V		64					M	0	0	2, 1, 5		1	2
38	38	3/4	0.75	4/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0.0	4/4	2	1		vi(64)	Eb	V		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
39	39	1/2	0.5	4/4	2	1		vi	Eb	V		vi	vi							m	0	0	3, 0, 4		3	3
40	40	0	0.0	4/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
40	40	1/2	0.5	4/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0.0	4/4	2	1		I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
42	42	0	0.0	4/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	1/4	0.25	4/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
42	42	1/2	0.5	4/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
42	42	3/4	0.75	4/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	0	0.0	4/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
44	44	0	0.0	4/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
44	44	1/4	0.25	4/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
44	44	1/2	0.5	4/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	3/4	0.75	4/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	0	0.0	4/4	2	1		I.iv/ii	Eb	I		iv/ii	iv				ii			m	0	0	1, -2, 2		1	1
46	46	0	0.0	4/4	2	1		V7/ii	Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
47	47	0	0.0	4/4	2	1		ii64	Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
47	47	1/2	0.5	4/4	2	1		iio64	Eb	I		iio64	ii	o	64					o	0	0	-4, 2, -1		2	-4
48	48	0	0.0	4/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0.0	4/4	2	1		I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
