mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	9.5	0	11/8	12/8	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	19/2	19/2	3.0	3/4	3/4	12/8	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	25/2	25/2	9.0	0	0	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
5	4	43/2	43/2	3.0	3/4	3/4	12/8	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	5	49/2	49/2	3.0	0	0	12/8	2	1	I|IAC}{	Bb	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
6	5	55/2	55/2	3.0	3/4	3/4	12/8	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	6	61/2	61/2	3.0	0	0	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	67/2	67/2	1.5	3/4	3/4	12/8	2	1	ii64	Bb	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
7	6	35	35	1.5	9/8	9/8	12/8	2	1	vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
8	7	73/2	73/2	3.0	0	0	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	79/2	79/2	3.0	3/4	3/4	12/8	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
9	8	85/2	85/2	3.0	0	0	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
9	8	91/2	91/2	1.5	3/4	3/4	12/8	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
9	8	47	47	1.5	9/8	9/8	12/8	2	1	vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
10	9	97/2	97/2	1.5	0	0	12/8	2	1	I}{	Bb	I		I		I						}{	M	0	0	0, 4, 1		0	0
10	9	50	50	1.5	3/8	3/8	12/8	2	1	viio	Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
10	9	103/2	103/2	1.5	3/4	3/4	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	9	53	53	1.5	9/8	9/8	12/8	2	1	viio7/vi	Bb	I		viio7/vi		vii	o	7		vi			o7	0	0	1, -2, -5, -8		1	1
11	10	109/2	109/2	1.5	0	0	12/8	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
11	10	56	56	1.5	3/8	3/8	12/8	2	1	V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
11	10	115/2	115/2	1.5	3/4	3/4	12/8	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
11	10	59	59	1.5	9/8	9/8	12/8	2	1	III	Bb	I		III		III							M	0	0	4, 8, 5		4	4
12	11	121/2	121/2	1.5	0	0	12/8	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	62	62	1.5	3/8	3/8	12/8	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	127/2	127/2	1.5	3/4	3/4	12/8	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	65	65	1.5	9/8	9/8	12/8	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
13	12	133/2	133/2	4.5	0	0	12/8	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	12	71	71	1.5	9/8	9/8	12/8	2	1	vii%7/V	Bb	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
14	13	145/2	145/2	4.5	0	0	12/8	2	1	V|HC}	Bb	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
14	13	77	77	1.5	9/8	9/8	12/8	2	1	V.I6{	Bb	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
15	14	157/2	157/2	1.5	0	0	12/8	2	1	viio6	Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
15	14	80	80	1.5	3/8	3/8	12/8	2	1	vi	Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
15	14	163/2	163/2	1.5	3/4	3/4	12/8	2	1	V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
15	14	83	83	1.5	9/8	9/8	12/8	2	1	IV6	Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
16	15	169/2	169/2	1.5	0	0	12/8	2	1	iii6	Bb	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
16	15	86	86	1.5	3/8	3/8	12/8	2	1	ii6	Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	175/2	175/2	3.0	3/4	3/4	12/8	2	1	I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
17	16	181/2	181/2	1.5	0	0	12/8	2	1	viio6	Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
17	16	92	92	1.5	3/8	3/8	12/8	2	1	vi6	Bb	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
17	16	187/2	187/2	1.5	3/4	3/4	12/8	2	1	V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
